original_user_id,mapped_user_id
410234,2254
7557917,2255
6705000,2256
7541474,2257
7533810,2258
7524305,2259
7512430,2260
6254254,2261
2243398,2262
7500924,2263
7468800,2264
7174654,2265
6183249,2266
7431703,2267
56236,2268
6951662,2269
7457654,2270
7191164,2271
6370429,2272
7145392,2273
7442516,2274
716744,2275
7411226,2276
627767,2277
7412549,2278
6590799,2279
7349638,2280
7366127,2281
7395205,2282
7312984,2283
7387208,2284
7310929,2285
6760712,2286
7380204,2287
6161789,2288
7059752,2289
7342595,2290
6988076,2291
6928019,2292
7351194,2293
1910287,2294
7120308,2295
7049589,2296
7327679,2297
2137576,2298
7312525,2299
6485408,2300
7296172,2301
7289848,2302
7174411,2303
6395138,2304
7292212,2305
6653949,2306
7278167,2307
5841248,2308
7047643,2309
7284441,2310
7214831,2311
7283725,2312
7013780,2313
7270562,2314
7281781,2315
6638091,2316
7183446,2317
7279509,2318
6559155,2319
6074030,2320
711873,2321
7251680,2322
7245229,2323
7243289,2324
7242701,2325
6511760,2326
7233833,2327
6996952,2328
7216076,2329
7163623,2330
6751281,2331
7177336,2332
6978560,2333
7171653,2334
7102171,2335
7192358,2336
7193166,2337
7189086,2338
6914299,2339
6445951,2340
7173123,2341
6608156,2342
7030651,2343
7127395,2344
7086800,2345
6407015,2346
7128528,2347
6290193,2348
7112551,2349
1866169,2350
